Lastname,Name,Team,Position,Games Played,Goals,Missed,Field Goals,Penalty Goals,Shooting Accuracy,Assists,Technical Faults,Steals,Blocks,Yellow Cards,2 Min Exclusion,Red Cards,Blue Cards,Season,Tier
Lemke,Finn,MTM,LB,24,21,20,21,0,0.5122,11,9,7,41,5,8,0,0,17/18,A
Haider,Maximilian,LUD,P,29,21,7,21,0,0.75,2,4,0,6,3,6,1,0,17/18,A
Kretschmer,Finn,TVB,RW,28,20,22,20,0,0.47619999999999996,2,1,2,0,1,2,0,0,17/18,A
Gojun,Jakov,BER,LB,33,19,11,19,0,0.6333,6,4,6,28,16,18,0,0,17/18,A
Urban,Tomas,FAG,RW,7,19,13,19,0,0.5938,2,0,1,1,0,3,0,0,17/18,A
Hovels,Kenji,NLB,CB,19,17,27,17,0,0.3864,6,15,0,0,0,1,0,0,17/18,A
Markotic,Robert,TVB,RB,9,17,18,17,0,0.4857,11,7,1,1,3,4,0,0,17/18,A
Kalarash,Gleb,SCM,P,34,17,8,17,0,0.68,3,8,1,1,2,7,0,0,17/18,A
Rod,Magnus,SGF,RB,25,17,20,17,0,0.4595,6,3,3,6,1,3,0,0,17/18,A
Toft Hansen,Rene,THW,P,17,16,6,16,0,0.73,3,1,11,15,9,5,0,0,17/18,A
Stefan,Tim,TVH,LB,21,16,27,16,0,0.3721,7,8,2,1,3,2,0,0,17/18,A
Pfattheicher,Sascha,TVB,RW,22,16,12,16,0,0.5714,0,0,0,0,0,0,0,0,17/18,A
Egelhof,Robin,LUD,RB,13,16,22,16,0,0.4211,7,13,1,2,4,2,0,0,17/18,A
Hafner,Max,TVB,CB,20,16,26,16,0,0.381,10,10,3,0,2,1,0,0,17/18,A
Roth,Sebastian,TVH,LB,33,15,26,15,0,0.36590000000000006,4,2,0,0,1,1,0,0,17/18,A
Heymann,Sebastian,FAG,LB,12,15,15,15,0,0.5,8,6,0,1,1,2,0,0,17/18,A
Rivesjo,Tobias,LEI,LB,32,15,17,14,1,0.46880000000000005,10,2,0,4,3,1,0,0,17/18,A
Vukovic,Drago,BER,CB,34,14,11,14,0,0.56,14,4,3,22,11,8,0,0,17/18,A
Milde,Oliver,BER,LB,15,14,9,14,0,0.6087,4,1,1,0,0,1,0,0,17/18,A
Remke,Gregor,LEI,RB,14,14,19,14,0,0.4242,4,10,0,0,0,2,0,0,17/18,A
Plaza Jimenez,Ignacio,BER,P,10,13,9,13,0,0.5909,0,2,0,2,3,3,0,0,17/18,A
Hubscher,Robin,TBV,LW,32,13,6,13,0,0.6842,0,1,0,0,0,0,0,0,17/18,A
Buhrer,Pascal,LUD,CB,34,13,10,13,0,0.57,7,7,1,0,0,2,0,0,17/18,A
Rothlisberger,Samuel,TVB,P,34,13,2,13,0,0.87,2,4,4,14,13,11,0,0,17/18,A
Guardiola,Gedeon,RNL,P,20,12,9,12,0,0.57,9,2,10,34,11,6,0,0,17/18,A
Roscheck,Bastian,LEI,P,34,12,2,12,0,0.8571,8,4,7,22,27,30,2,0,17/18,A
Lehnhoff,Lars,HAN,CB,22,11,6,11,0,0.6470999999999999,2,1,1,0,0,2,0,0,17/18,A
Rnic,Momir,RNL,LB,18,11,9,11,0,0.55,4,3,0,0,0,0,0,0,17/18,A
Schaffer,Jan,HCE,P,7,11,2,11,0,0.8462000000000001,5,1,1,1,1,0,1,0,17/18,A
Sjostrand,Charlie,GWD,LW,4,10,8,7,3,0.5556,0,0,1,0,0,0,0,0,17/18,A
Atman,Pavel,HAN,CB,11,10,7,10,0,0.59,4,5,0,0,0,1,0,0,17/18,A
Halen,Anton,FAG,RB,6,9,5,9,0,0.6429,4,0,0,0,1,1,0,0,17/18,A
Firnhaber,Sebastian,THW,P,32,9,4,9,0,0.69,2,2,2,17,8,6,1,0,17/18,A
Hruscak,Patrik,LUD,RB,14,9,12,9,0,0.4286,1,0,0,1,0,1,0,0,17/18,A
Jaeger,Max,GUM,LW,20,9,5,7,2,0.6429,0,0,1,0,0,1,0,0,17/18,A
Speckmann,Jan-Eric,NLB,LW,13,9,10,8,1,0.47369999999999995,0,1,1,0,0,3,0,0,17/18,A
Langhans,Gabor,MTM,RB,15,8,7,8,0,0.5333,3,3,0,1,0,4,0,0,17/18,A
Heinl,Jacob,SGF,P,30,8,7,8,0,0.53,2,11,0,8,9,3,0,0,17/18,A
Nagele,Jochen,FAG,RW,12,8,13,8,0,0.381,1,0,0,1,1,1,0,0,17/18,A
Lobedank,Felix,TVB,RB,10,7,8,7,0,0.4667,3,4,0,1,3,2,0,0,17/18,A
Zeitz,Christian,THW,RB,20,7,13,7,0,0.35,4,2,3,2,5,2,0,0,17/18,A
Volentics,Miroslav,WET,RW,30,7,5,7,0,0.5832999999999999,0,1,1,0,0,1,0,0,17/18,A
Bundalo,Uros,HCE,P,9,7,3,7,0,0.7,1,3,0,2,3,6,0,0,17/18,A
Gorpishin,Sergej,HCE,P,24,7,2,7,0,0.7778,0,0,0,2,1,2,0,0,17/18,A
Engelhardt,Alexander,TBV,P,14,7,3,7,0,0.7,1,1,0,0,0,3,0,0,17/18,A
Enstrom,Marcus,HCE,RW,5,6,5,6,0,0.55,0,1,0,0,2,0,0,0,17/18,A
Zerbe,Lukas,TBV,RW,21,5,2,5,0,0.71,2,0,1,0,0,1,0,0,17/18,A
Buric,Benjamin,WET,GK,34,5,3,5,0,0.63,21,3,0,0,0,0,0,0,17/18,A
Sicko,Szymon,TVH,LB,15,5,9,5,0,0.36,0,2,0,0,0,1,0,0,17/18,A
Vortmann,Jens,LEI,GK,32,4,2,4,0,0.67,4,3,1,0,2,0,0,0,17/18,A
Palicka,Andreas,RNL,GK,34,4,2,4,0,0.67,14,4,1,0,0,0,0,0,17/18,A
Landin,Niklas,THW,GK,32,4,3,4,0,0.5714,16,3,1,0,0,0,0,0,17/18,A
Green,Jannick,SCM,GK,34,4,1,4,0,0.8,19,0,0,0,1,1,0,0,17/18,A
Kalafut,Dominik,HAN,P,29,4,1,4,0,0.8,1,1,0,0,0,2,0,0,17/18,A
Ritschel,Matthias,TVH,GK,34,3,1,3,0,0.75,9,2,3,0,0,0,1,0,17/18,A
Sonne-Hansen,Kim,GWD,GK,24,3,1,3,0,0.75,5,0,0,0,0,0,0,0,17/18,A
Reissky,Christoph,BER,RB,11,3,2,3,0,0.6,1,1,0,0,0,4,0,0,17/18,A
Johannesson,Peter,TBV,GK,30,3,0,3,0,1.0,4,5,0,0,1,0,0,0,17/18,A
Birlehm,Joel,NLB,GK,32,3,0,3,0,1.0,8,0,0,0,0,0,0,0,17/18,A
Timm,Marcel,GUM,P,16,3,0,3,0,1.0,1,0,1,1,3,4,0,0,17/18,A
Lemke,Jari,TBV,LB,18,3,6,3,0,0.33,2,2,0,0,1,1,0,0,17/18,A
Urios Gonzales,Rolando,BER,P,4,3,3,3,0,0.5,0,0,0,1,0,0,0,0,17/18,A
Putera,Milos,LEI,GK,34,2,0,2,0,1.0,6,3,0,0,0,0,0,0,17/18,A
Wolff,Andreas,THW,GK,34,2,3,2,0,0.4,9,0,0,0,0,0,0,0,17/18,A
Trost,Alexander,FAG,RW,8,2,3,2,0,0.4,2,0,0,0,0,0,0,0,17/18,A
Appelgren,Mikael,RNL,GK,34,2,1,2,0,0.67,11,2,0,0,0,0,0,0,17/18,A
Prost,Primoz,FAG,GK,34,2,1,2,0,0.67,12,1,3,0,0,1,0,0,17/18,A
Sjostrand,Johan,MTM,GK,33,2,0,2,0,1.0,4,0,0,0,0,1,0,0,17/18,A
Kienzle,Martin,TVB,LW,3,2,4,2,0,0.33,0,0,0,0,1,0,0,0,17/18,A
Schoneseiffen,Sebastian,GUM,CB,10,2,1,2,0,0.67,2,2,0,0,0,0,0,0,17/18,A
Simic,Nebojsa,MTM,GK,29,2,1,2,0,0.67,8,4,0,0,0,0,0,0,17/18,A
Tatai,Peter,NLB,GK,34,2,1,2,0,0.67,1,1,0,0,1,3,0,0,17/18,A
Kluge,Justus Max,SCM,LW,3,2,1,2,0,0.67,0,0,0,0,0,0,0,0,17/18,A
Klein,Johannes,TVH,LB,13,2,2,2,0,0.5,3,0,1,1,2,1,0,0,17/18,A
Burmeister,Florian,TVB,LB,27,2,7,2,0,0.22,1,1,0,0,0,0,0,0,17/18,A
Christensen,Espen,GWD,GK,33,2,1,2,0,0.67,5,0,0,0,0,0,0,0,17/18,A
Schletterer,Jonas,HCE,RB,9,2,1,2,0,0.67,0,0,0,0,0,0,0,0,17/18,A
Heinevetter,Silvio,BER,GK,33,1,3,1,0,0.25,12,1,2,0,1,1,0,0,17/18,A
Ziemer,Martin,HAN,GK,34,1,2,1,0,0.33,21,10,3,0,0,0,0,0,17/18,A
Christophersen,Sven-Soren,HAN,LB,33,1,3,1,0,0.25,8,0,4,34,17,22,0,0,17/18,A
Quenstedt,Dario,SCM,GK,34,1,1,1,0,0.5,4,0,1,0,0,0,0,0,17/18,A
Lichtlein,Carsten,GUM,GK,34,1,0,1,0,1.0,9,0,0,0,0,0,0,0,17/18,A
Klier,Kevin,LUD,GK,31,1,1,1,0,0.5,4,3,0,0,0,1,0,0,17/18,A
Katsigiannis,Nikolas,HCE,GK,27,1,2,1,0,0.3333,3,6,0,0,0,0,0,0,17/18,A
Andersson,Mattias,SGF,GK,34,1,1,1,0,0.5,19,0,3,0,0,0,0,0,17/18,A
Maier,Jonas,TVB,GK,34,1,1,1,0,0.5,0,1,1,0,0,0,0,0,17/18,A
Hanemann,Stefan,LUD,GK,15,1,0,1,0,1.0,5,0,0,0,0,0,0,0,17/18,A
Hess,Oliver,LUD,RB,5,1,0,1,0,1.0,2,3,0,0,1,0,0,0,17/18,A
Grabarczyk,Piotr,NLB,P,24,1,0,0,1,1.0,1,1,0,11,19,21,2,0,17/18,A
M'Bengue,Djibril,TVB,RB,3,1,1,1,0,0.5,0,1,0,0,0,0,0,0,17/18,A
Keller,Rico,RNL,CB,3,1,1,0,1,0.5,0,0,0,0,0,0,0,0,17/18,A
Wyszomirski,Piotr,TBV,GK,34,1,1,1,0,0.5,10,0,0,0,0,1,0,0,17/18,A
Molina,Carlos,SCM,P,33,1,1,1,0,0.5,1,0,1,4,2,1,0,0,17/18,A
Kister,Lukas,GWD,CB,26,1,3,1,0,0.25,1,1,0,1,0,2,0,0,17/18,A
Schreiber,Hendrik,WET,LB,5,1,1,1,0,0.5,0,1,0,0,0,0,0,0,17/18,A
Worner,Jan,TVH,RB,22,1,0,1,0,1.0,0,0,0,0,1,0,0,0,17/18,A
Diebel,Niklas,HAN,LB,10,1,2,1,0,0.3333,0,0,0,0,0,1,0,0,17/18,A
Nowatzki,Maximilian,GWD,RB,3,1,1,1,0,0.5,0,0,0,0,0,0,0,0,17/18,A
Trost,Max,RNL,LB,7,1,1,1,0,0.5,0,0,0,0,0,0,0,0,17/18,A
De la Pena,Juan,SCM,CB,23,1,3,0,1,0.25,0,1,0,0,0,0,0,0,17/18,A
Gerntke,Erik,BER,RB,3,1,1,1,0,0.5,0,0,0,0,0,0,0,0,17/18,A
Danowski,Niklas,SCM,P,1,1,0,0,1,1.0,0,0,0,0,0,0,0,0,17/18,A
Hangstein,Fynn,TBV,CB,14,1,5,1,0,0.16670000000000001,0,1,0,0,0,2,0,0,17/18,A
Stochl,Petr,BER,GK,34,0,0,0,0,0.0,6,0,1,0,1,0,0,0,17/18,A
Schomburg,Fabian,TVH,GK,34,0,0,0,0,0.0,1,0,0,0,0,0,0,0,17/18,A
Weber,Nikolai,WET,GK,32,0,0,0,0,0.0,2,0,0,0,0,0,0,0,17/18,A
Bitter,Johannes,TVB,GK,22,0,0,0,0,0.0,5,3,1,0,3,1,0,0,17/18,A
Grafenhorst,Yves,SCM,LW,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17/18,A
Karlsson,Tobias,SGF,P,34,0,0,0,0,0.0,6,2,5,59,27,22,0,0,17/18,A
Semisch,Malte,HAN,GK,34,0,0,0,0,0.0,5,0,0,0,0,0,0,0,17/18,A
Puhle,Matthias,GUM,GK,27,0,0,0,0,0.0,0,2,0,0,0,0,0,0,17/18,A
Kraft,Fabian,WET,LW,2,0,0,0,0,0.0,1,0,0,0,0,0,0,0,17/18,A
Rebmann,Daniel,FAG,GK,34,0,0,0,0,0.0,4,1,2,0,0,1,0,0,17/18,A
Klesniks,Evars,WET,RB,14,0,0,0,0,0.0,0,0,1,3,3,9,0,0,17/18,A
Peribonio,Roko,LUD,GK,30,0,0,0,0,0.0,2,0,0,0,0,0,0,0,17/18,A
Bliznac,Kristian,RNL,LB,27,0,0,0,0,0.0,1,0,0,0,0,2,0,0,17/18,A
Møller,Kevin,SGF,GK,24,0,0,0,0,0.0,3,0,0,0,0,0,0,0,17/18,A
Muller,Jonas,TVH,LB,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Drager,Maurice,HAN,LB,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Gehrke,Tobias,FAG,CB,3,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17/18,A
Skof,Gorazd,HCE,GK,33,0,0,0,0,0.0,10,4,0,0,1,3,0,0,17/18,A
Kirchenbauer,Pascal,LUD,CB,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Bischoff,Alexander,TVB,P,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Paske,Maurice,GWD,GK,10,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Landgraf,Tom,THW,GK,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Genz,Fredrik,BER,GK,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Bayer,Johannes,HCE,LB,10,0,0,0,0,0.0,0,0,0,0,0,1,0,0,17/18,A
Wagner,Florian,HCE,P,7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Walz,Sebastian,HCE,P,8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Lenz,Mathias,MTM,GK,6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Klimpke,Till,WET,GK,30,0,0,0,0,0.0,1,0,0,0,0,0,0,0,17/18,A
Donker,Malte,HAN,RB,2,0,0,0,0,0.0,0,0,0,0,0,1,0,0,17/18,A
Hassferter,Michael,HCE,GK,13,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Van den Beucken,Mark,TBV,GK,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Wesemann,Jan,NLB,GK,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Firnhaber,Lucas,THW,RB,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Hasenforther,Lasse,GUM,GK,7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Lehmann,Nick,TVB,GK,11,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Feise,Hannes,HAN,LW,11,0,0,0,0,0.0,2,1,0,0,0,0,0,0,17/18,A
Richtzenhain,Justus Nicolas,GWD,P,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Simak,Frederik,BER,LB,8,0,0,0,0,0.0,0,0,1,0,0,0,0,0,17/18,A
Wilde,Jonas,HAN,GK,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Ignatow,Dimitri,MTM,RW,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Lauer,Tim,TVH,LB,10,0,0,0,0,0.0,0,0,0,0,0,1,0,0,17/18,A
Bolius,Leon,LUD,LW,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Matthes,Tim,BER,LW,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Lind,Rasmus Schmidt,SGF,GK,10,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Krone,Jannes,HAN,RW,6,0,0,0,0,0.0,1,0,1,0,0,0,0,0,17/18,A
Buchner,Vincent,HAN,LW,12,0,0,0,0,0.0,0,1,0,0,0,0,0,0,17/18,A
Thiele,Joshua,HAN,P,10,0,0,0,0,0.0,0,0,1,0,0,0,0,0,17/18,A
Schauer,Kuno,BER,CB,3,0,0,0,0,0.0,0,1,0,0,0,0,0,0,17/18,A
Walzik,Philipp,HCE,GK,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Kruger,Johannes Friedrich,SGF,LW,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Klein,Jannek,SGF,RB,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Kessler,Maximilian,RNL,LW,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Xhafolli,Albin,GUM,RW,7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Haspinger,Nick,TVB,RB,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Kurch,Justin,SCM,P,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Akakpo,David Cyrill,BER,RW,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Nolting,Malte,GWD,GK,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Gertges,Jonas,GWD,LW,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Zollitsch,Jonas,GWD,GK,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Glockner,Rene,NLB,LW,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Villgrattner,Luis,GUM,CB,6,0,0,0,0,0.0,1,0,0,0,0,1,0,0,17/18,A
Simonsen,Christian Ole,LEI,GK,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Wendt,Tim,THW,GK,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Sdunek,Daniel,TVB,GK,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Meyfarth,Fabian,MTM,GK,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Dayan,Yonatan,GUM,CB,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Rica-Kovac,Sebastian,TVB,GK,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Friedl,Leon,TVH,CB,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Rose,Julius,TBV,CB,10,0,0,0,0,0.0,1,1,0,0,0,0,0,0,17/18,A
Werth,Malvin,TVH,P,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,17/18,A
Jebram,Moritz,TBV,P,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Geis,Linus,TBV,LB,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Hoppe,Michael,LUD,GK,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Jepsen,Johannes,SGF,GK,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Hoblaj,Leon,LUD,GK,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Busch,Pierre,GUM,RW,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,A
Musche,Matthias,SCM,LW,34,256,92,159,97,0.7356,16,10,18,1,5,4,0,0,18/19,A
Hornke,Tim,TBV,RW,34,215,71,111,104,0.7517,10,16,8,1,4,5,0,0,18/19,A
Schiller,Marcel,FAG,LW,33,207,71,109,98,0.7445999999999999,17,7,14,1,3,6,0,0,18/19,A
Kastening,Timo,HAN,RW,34,190,70,130,60,0.7308,9,5,15,0,1,3,1,0,18/19,A
Ekberg,Niclas,THW,RW,33,187,58,98,89,0.7633,12,7,17,1,2,5,0,0,18/19,A
Weber,Philipp,LEI,CB,34,176,162,145,31,0.5207,92,53,9,1,6,7,0,0,18/19,A
Gunnarsson,Arnor Thor,BHC,RW,32,173,60,104,69,0.7425,12,8,10,0,2,4,0,0,18/19,A
Schmid,Andy,RNL,CB,34,164,165,138,26,0.4985,125,39,9,1,1,1,0,0,18/19,A
Mikkelsen,Lasse Reinhold,MTM,CB,34,164,104,123,41,0.6119,82,28,3,4,13,5,0,0,18/19,A
Holst,Maximilian,WET,LW,34,160,51,52,108,0.7583,11,4,1,0,1,2,1,0,18/19,A
Lindberg,Hans,BER,RW,29,160,59,77,83,0.7306,12,15,8,0,4,3,0,0,18/19,A
Kohlbacher,Jannik,RNL,P,34,150,46,150,0,0.7653,15,30,10,4,10,18,0,0,18/19,A
Budel,Nico,HCE,CB,34,146,110,125,21,0.5703,65,42,4,2,8,14,1,0,18/19,A
Semper,Franz,LEI,RB,33,143,114,143,0,0.5564,38,31,9,3,6,6,0,0,18/19,A
Cavor,Stefan,WET,RB,34,143,131,143,0,0.5219,54,28,5,7,10,10,0,0,18/19,A
Sigurdsson,Gudjon Valur,RNL,LW,33,142,55,107,35,0.7208,12,15,11,0,4,4,0,0,18/19,A
Martinovic,Ivan,GUM,RB,34,141,139,114,27,0.5036,63,32,6,1,3,10,0,0,18/19,A
Rambo,Christoffer,GWD,RB,31,138,151,138,0,0.4775,108,39,25,6,15,19,1,0,18/19,A
Steinert,Christoph,HCE,RB,25,137,92,80,57,0.5982999999999999,38,42,8,3,7,6,0,0,18/19,A
Schafer,Christian,SGB,RW,33,137,55,48,89,0.7134999999999999,7,3,3,1,6,2,1,0,18/19,A
Reichmann,Tobias,MTM,RW,30,136,46,86,50,0.7473000000000001,6,6,10,0,5,7,1,0,18/19,A
Lauge,Rasmus,SGF,LB,34,136,87,136,0,0.6099,130,36,9,4,13,14,0,0,18/19,A
Damgaard,Michael,SCM,LB,34,136,117,136,0,0.5375,48,32,1,1,2,4,0,0,18/19,A
Schmidt,David,TVB,RB,32,132,116,132,0,0.5323,17,21,2,0,15,12,0,0,18/19,A
Norouzinezhad Gharehlou,Pouya,GUM,LB,34,131,128,131,0,0.5058,40,53,5,4,12,14,0,0,18/19,A
Zieker,Patrick,TBV,LW,34,129,66,119,10,0.6615000000000001,18,15,6,5,5,6,1,0,18/19,A
Kraus,Michael,SGB,LB,25,128,112,100,28,0.5333,48,29,6,0,0,3,0,0,18/19,A
Wiesmach,Patrick,LEI,RW,31,128,36,87,41,0.7805,6,3,10,0,6,1,0,0,18/19,A
Hafner,Kai,HAN,RB,25,127,107,127,0,0.5427000000000001,57,22,4,3,2,3,0,0,18/19,A
Jondal,Magnus,SGF,LW,34,122,39,68,54,0.7578,3,3,7,0,1,1,0,0,18/19,A
Weiss,Dominik,TVB,LB,33,120,144,120,0,0.4545,31,43,9,20,10,17,0,0,18/19,A
Link,Jonas,SGB,CB,33,119,91,117,2,0.5667,50,37,9,0,4,10,0,0,18/19,A
Gulliksen,Kevin Maageroe,GWD,RW,33,119,55,119,0,0.6839,4,8,17,2,3,5,0,0,18/19,A
Schagen,Bobby,TVB,RW,31,118,43,59,59,0.7329000000000001,16,9,11,2,3,2,0,0,18/19,A
Sommer,Marvin,GUM,LW,33,118,52,98,20,0.6940999999999999,10,11,19,1,1,8,1,0,18/19,A
Boomhouwer,Jeffrey,BHC,LW,30,117,44,88,29,0.7267,10,6,1,1,1,6,0,0,18/19,A
Holm,Jacob,BER,CB,34,116,92,116,0,0.5577000000000001,56,40,5,0,2,4,0,0,18/19,A
Kozina,Kresimir,FAG,P,34,112,38,101,11,0.7467,8,32,3,7,4,21,1,0,18/19,A
Michalczik,Marian,GWD,LB,34,112,95,112,0,0.5411,105,44,9,11,12,18,0,0,18/19,A
Muller,Jerome,LUD,RB,30,110,101,110,0,0.5213,53,37,4,1,7,10,0,0,18/19,A
Duvnjak,Domagoj,THW,CB,34,108,85,108,0,0.5596,93,30,20,4,12,11,0,0,18/19,A
Bohm,Fabian,HAN,LB,31,105,68,105,0,0.6069,79,34,5,9,14,17,0,0,18/19,A
Svan,Lasse,SGF,RW,34,105,51,105,0,0.6731,10,10,7,0,3,6,0,0,18/19,A
Arnesson,Linus,BHC,CB,34,105,106,104,1,0.4976,72,27,10,9,9,8,0,0,18/19,A
Heymann,Sebastian,FAG,LB,32,104,86,104,0,0.5474,64,36,7,21,4,5,0,0,18/19,A
Suton,Tim,TBV,CB,25,101,76,101,0,0.5706,64,21,5,9,5,10,0,0,18/19,A
Elisson,Bjarki Mar,BER,LW,34,100,37,98,2,0.7299,12,13,9,1,5,5,1,0,18/19,A
Nilsson,Lukas,THW,LB,33,100,78,100,0,0.5618,47,26,4,3,2,4,0,0,18/19,A
Doder,Dalibor,GWD,CB,30,99,87,68,31,0.5323,20,8,1,0,0,0,0,0,18/19,A
Weber,Robert,SCM,RW,33,97,52,78,19,0.6509999999999999,6,8,9,0,4,6,0,0,18/19,A
Rentschler,Patrick,SGB,P,30,97,24,97,0,0.8017,8,17,5,8,11,14,0,0,18/19,A
Zelenovic,Nemanja,FAG,RB,28,97,77,97,0,0.5575,36,30,0,2,14,7,0,0,18/19,A
Rentschler,Marco,FAG,RW,34,96,40,80,16,0.7059000000000001,6,2,2,0,2,4,0,0,18/19,A
Drux,Paul,BER,LB,25,95,63,95,0,0.6013000000000001,53,24,1,11,10,4,0,0,18/19,A
Olsen,Morten,HAN,CB,29,94,101,90,4,0.48210000000000003,83,38,3,2,1,8,0,0,18/19,A
Weinhold,Steffen,THW,RB,31,94,66,94,0,0.5875,54,18,10,3,9,20,0,0,18/19,A
Brozovic,Ilija,HAN,P,33,94,26,87,7,0.7833,12,16,6,16,16,25,0,0,18/19,A
Bilyk,Nikola,THW,LB,31,91,67,91,0,0.5759000000000001,47,19,7,8,7,4,0,0,18/19,A
Pettersson,Alexander,RNL,RB,26,90,63,90,0,0.5882000000000001,33,14,8,9,10,7,0,0,18/19,A
Wanne,Hampus,SGF,LW,34,90,40,50,40,0.6923,11,5,16,0,0,2,0,0,18/19,A
Preuss,Moritz,GUM,P,34,90,26,88,2,0.7759,19,20,6,18,17,21,0,0,18/19,A
Wiede,Fabian,BER,RB,24,89,73,87,2,0.5494,133,27,13,6,7,7,0,0,18/19,A
Sliskovic,Ivan,FAG,LB,30,89,73,89,0,0.5494,56,33,5,11,13,20,2,0,18/19,A
Link,Nikolai,HCE,LB,27,88,73,88,0,0.5466,30,21,5,9,15,18,1,0,18/19,A
Zvizej,Luka,GWD,LW,34,88,28,34,54,0.7585999999999999,5,5,4,1,1,3,0,0,18/19,A
Gottfridsson,Jim,SGF,CB,32,87,62,87,0,0.5839,63,32,3,0,6,5,0,0,18/19,A
Simak,Frederik,BER,LB,24,86,50,45,41,0.6324000000000001,18,25,4,4,7,6,0,0,18/19,A
Kunkel,Yves,MTM,LW,34,85,45,85,0,0.6537999999999999,4,8,5,0,1,1,1,0,18/19,A
Pekeler,Hendrik,THW,P,33,84,28,84,0,0.75,13,9,11,24,15,15,0,0,18/19,A
Gullerud,Magnus,GWD,P,34,84,24,84,0,0.7778,18,16,17,24,16,15,1,0,18/19,A
Glandorf,Holger,SGF,RB,34,83,65,83,0,0.5608,40,21,7,8,6,5,0,0,18/19,A
Rod,Magnus,SGF,RB,31,81,48,81,0,0.6279,36,15,8,10,7,8,0,0,18/19,A
Wiencek,Patrick,THW,P,34,80,21,80,0,0.7920999999999999,13,15,8,41,11,16,0,0,18/19,A
Mensah Larsen,Mads,RNL,CB,34,80,82,80,0,0.4938,88,31,12,8,10,4,0,0,18/19,A
Lagergren,Albin,SCM,RB,26,80,49,80,0,0.6202000000000001,67,23,9,3,5,4,0,0,18/19,A
O'Sullivan,Christian,SCM,CB,31,80,49,79,1,0.6202000000000001,74,27,5,2,8,8,0,0,18/19,A
Forsell Schefvert,Olle,WET,LB,34,80,71,80,0,0.53,45,23,11,22,18,20,2,0,18/19,A
